window_start,window_end,host,label,event,source,note
2026-08-19T08:41:07.984671Z,2026-08-19T08:46:07.252015Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T08:46:17.250775Z,2026-08-19T08:51:17.102412Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T08:51:27.107088Z,2026-08-19T08:56:26.418227Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T08:56:36.424589Z,2026-08-19T09:01:35.853166Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:01:45.853012Z,2026-08-19T09:07:18.469787Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:07:28.476048Z,2026-08-19T09:12:28.547215Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:12:38.553870Z,2026-08-19T09:17:38.622023Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:17:48.646637Z,2026-08-19T09:22:48.830094Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:22:58.851476Z,2026-08-19T09:27:58.973573Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:28:08.993626Z,2026-08-19T09:33:09.217549Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:33:19.201878Z,2026-08-19T09:38:19.531816Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:38:29.556874Z,2026-08-19T09:43:39.407826Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:43:50.774964Z,2026-08-19T09:48:49.635363Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:49:00.977520Z,2026-08-19T09:53:59.890403Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:54:11.273375Z,2026-08-19T09:59:10.175372Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T09:59:21.501849Z,2026-08-19T10:04:20.391691Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:04:31.726429Z,2026-08-19T10:09:40.246270Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:09:50.581954Z,2026-08-19T10:14:50.231872Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:15:00.574237Z,2026-08-19T10:20:00.542291Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:20:10.845801Z,2026-08-19T10:25:10.591486Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:25:20.910649Z,2026-08-19T10:30:20.641110Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:30:30.947883Z,2026-08-19T10:35:30.869967Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:35:41.201406Z,2026-08-19T10:40:45.860598Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:40:55.876368Z,2026-08-19T10:46:00.830001Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:46:10.834222Z,2026-08-19T10:51:10.832976Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:51:20.836278Z,2026-08-19T10:56:21.326160Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T10:56:31.339401Z,2026-08-19T11:01:31.842808Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:01:41.862529Z,2026-08-19T11:06:42.728530Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:06:52.748838Z,2026-08-19T11:11:54.328670Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:12:04.335949Z,2026-08-19T11:17:04.687099Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:17:14.684400Z,2026-08-19T11:22:14.625750Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:22:24.623204Z,2026-08-19T11:27:25.103556Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:27:35.106533Z,2026-08-19T11:32:35.224857Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:32:45.231357Z,2026-08-19T11:37:45.696179Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:37:55.697242Z,2026-08-19T11:42:56.115831Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:43:06.119195Z,2026-08-19T11:48:07.094264Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:48:17.100278Z,2026-08-19T11:53:24.275419Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:53:34.280507Z,2026-08-19T11:58:36.464609Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T11:58:46.462921Z,2026-08-19T12:03:48.035984Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:03:58.018737Z,2026-08-19T12:08:59.858729Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:09:09.859419Z,2026-08-19T12:14:10.901313Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:14:20.908260Z,2026-08-19T12:19:22.039836Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:19:32.033752Z,2026-08-19T12:24:33.148517Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:24:43.158005Z,2026-08-19T12:29:44.200486Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:29:54.217330Z,2026-08-19T12:34:55.809741Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:35:05.830950Z,2026-08-19T12:40:07.844892Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:40:17.833108Z,2026-08-19T12:45:20.110538Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:45:30.132310Z,2026-08-19T12:50:31.931984Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:50:41.916142Z,2026-08-19T12:55:43.949721Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T12:55:53.933717Z,2026-08-19T13:00:56.465299Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:01:06.484728Z,2026-08-19T13:06:07.279873Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:06:17.280047Z,2026-08-19T13:11:18.265147Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:11:28.277135Z,2026-08-19T13:16:29.423995Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:16:39.421740Z,2026-08-19T13:21:40.128222Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:21:50.141448Z,2026-08-19T13:26:51.477213Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:27:01.487307Z,2026-08-19T13:32:02.148184Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:32:12.151189Z,2026-08-19T13:37:14.514169Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:37:24.519292Z,2026-08-19T13:42:25.243650Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:42:35.252601Z,2026-08-19T13:47:37.119344Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:47:47.125429Z,2026-08-19T13:52:48.341383Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:52:58.353261Z,2026-08-19T13:57:59.403781Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T13:58:09.408151Z,2026-08-19T14:03:10.341548Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:03:20.344189Z,2026-08-19T14:08:21.177481Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:08:31.190486Z,2026-08-19T14:13:31.955794Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:13:41.958597Z,2026-08-19T14:18:43.590066Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:18:53.585502Z,2026-08-19T14:23:53.997050Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:24:04.002209Z,2026-08-19T14:29:04.216323Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:29:14.232202Z,2026-08-19T14:34:15.428266Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:34:25.431125Z,2026-08-19T14:39:25.421728Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:39:35.436661Z,2026-08-19T14:44:36.030697Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:44:46.048943Z,2026-08-19T14:49:47.545339Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:49:57.548727Z,2026-08-19T14:54:58.177776Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T14:55:08.187187Z,2026-08-19T15:00:09.086805Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:00:19.088196Z,2026-08-19T15:05:19.777853Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:05:29.779586Z,2026-08-19T15:10:38.287087Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:10:48.295703Z,2026-08-19T15:15:48.460446Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:15:58.459054Z,2026-08-19T15:20:58.701846Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:21:08.698323Z,2026-08-19T15:26:08.759620Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:26:18.765193Z,2026-08-19T15:31:18.814726Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:31:28.819155Z,2026-08-19T15:36:29.104302Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:36:39.105449Z,2026-08-19T15:41:39.280870Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:41:49.291520Z,2026-08-19T15:46:49.400086Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:46:59.412583Z,2026-08-19T15:51:59.446123Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:52:09.464851Z,2026-08-19T15:57:09.411230Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T15:57:19.423438Z,2026-08-19T16:02:19.634624Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:02:29.636753Z,2026-08-19T16:07:29.729085Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:07:39.718669Z,2026-08-19T16:12:39.812204Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:12:49.813662Z,2026-08-19T16:17:50.123132Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:18:00.130389Z,2026-08-19T16:23:00.570554Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:23:10.578753Z,2026-08-19T16:28:10.942782Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:28:20.950943Z,2026-08-19T16:33:21.565188Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:33:31.578819Z,2026-08-19T16:38:31.799117Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
2026-08-19T16:38:41.804486Z,2026-08-19T16:43:42.249523Z,cubebox,1,"jobspy nightly scan, remote scope, model extraction stage",nightly-history.tsv start 02:00; screened csv mtime 02:19 ends scraping; extracted csv mtime 15:36 ends extraction,seeded by tools/seed_labels.py
